,director,first_actor,genres,rating,runtime,second_actor,title
4235,Steve 'Spaz' Williams,Kiefer Sutherland,"[Animation, Adventure, Comedy, Family]",5.4,94.0,James Belushi,The Wild
4236,Gina Prince-Bythewood,Dakota Fanning,[Drama],7.3,114.0,Jennifer Hudson,The Secret Life of Bees
4237,Joel Hopkins,Dustin Hoffman,"[Drama, Romance]",6.7,93.0,Emma Thompson,Last Chance Harvey
4238,Michael Radford,Demi Moore,"[Crime, Drama, Thriller]",6.8,108.0,Michael Caine,Flawless
4239,Steven Brill,Tom McGowan,"[Comedy, Drama, Family, Sport]",6.6,100.0,Aaron Schwartz,Heavy Weights
4240,Kimberly Peirce,Ryan Phillippe,"[Drama, War]",6.5,112.0,Abbie Cornish,Stop-Loss
4241,Joe Chappelle,Donald Pleasence,"[Horror, Thriller]",4.9,88.0,Paul Rudd,Halloween: The Curse of Michael Myers
4242,Terry George,Joaquin Phoenix,"[Crime, Drama, Thriller]",6.7,102.0,Mark Ruffalo,Reservation Road
4243,Mike Gunther,50 Cent,"[Action, Crime, Drama]",4.4,85.0,Bruce Willis,Setup
4244,John Woo,Tony Chiu Wai Leung,"[Action, Drama, History, War]",7.6,142.0,Takeshi Kaneshiro,Red Cliff II
4245,Susannah Grant,Jennifer Garner,"[Comedy, Drama, Romance]",6.0,124.0,Timothy Olyphant,Catch and Release
4246,Russell Mulcahy,Alec Baldwin,"[Action, Adventure, Crime, Fantasy, Mystery, Thriller]",5.9,108.0,John Lone,The Shadow
4247,Zach Cregger,Trevor Moore,"[Comedy, Romance]",5.0,90.0,Zach Cregger,Miss March
4248,Peter Howitt,Pierce Brosnan,"[Comedy, Romance]",5.9,90.0,Julianne Moore,Laws of Attraction
4249,François Ozon,Fabrice Luchini,"[Comedy, Drama, Mystery, Thriller]",7.4,105.0,Vincent Schmitt,In the House
4250,Jake West,Danny Dyer,"[Comedy, Horror, Sci-Fi]",6.1,89.0,Noel Clarke,Doghouse
4251,Farhan Akhtar,Shah Rukh Khan,"[Action, Comedy, Crime, Mystery, Romance, Thriller]",7.2,171.0,Priyanka Chopra,Don
4252,Victor Salva,Scott Mechlowicz,"[Drama, Romance, Sport]",7.3,120.0,Nick Nolte,Peaceful Warrior
4253,Aaron Schneider,Robert Duvall,"[Drama, Mystery]",7.1,103.0,Bill Murray,Get Low
4254,Tom Holland,Joe Mantegna,"[Horror, Thriller]",5.6,93.0,Robert John Burke,Thinner
4255,Rodrigo García,Glenn Close,[Drama],6.7,113.0,Mia Wasikowska,Albert Nobbs
4256,Griffin Dunne,Uma Thurman,"[Comedy, Romance]",5.6,90.0,Jeffrey Dean Morgan,The Accidental Husband
4257,Takeshi Kitano,Takeshi Kitano,"[Crime, Drama, Thriller]",7.3,114.0,Claude Maki,Brother
4258,Tim Blake Nelson,Mekhi Phifer,"[Drama, Romance, Thriller]",6.2,95.0,Julia Stiles,O
4259,Ted Demme,Denis Leary,"[Comedy, Crime, Drama]",7.0,93.0,Judy Davis,The Ref
4260,Barry Levinson,Will Rogers,"[Horror, Sci-Fi, Thriller]",5.6,84.0,Kristen Connolly,The Bay
4261,Neal Brennan,Jeremy Piven,[Comedy],5.8,89.0,Ving Rhames,"The Goods: Live Hard, Sell Hard"
4262,Michael Haneke,Naomi Watts,"[Crime, Drama, Thriller]",6.4,111.0,Tim Roth,Funny Games
4263,Jon Avnet,Al Pacino,"[Crime, Drama, Mystery, Thriller]",5.9,108.0,Alicia Witt,88 Minutes
4264,Werner Herzog,Nicolas Cage,"[Crime, Drama]",6.7,122.0,Eva Mendes,Bad Lieutenant
4265,Phillip Noyce,Harrison Ford,"[Action, Crime, Drama, Thriller]",6.9,141.0,Willem Dafoe,Clear and Present Danger
4266,Mark Mylod,Sacha Baron Cohen,[Comedy],6.2,85.0,Emilio Rivera,Ali G Indahouse
4267,Howard McCain,Jim Caviezel,"[Action, Adventure, Sci-Fi]",6.3,115.0,Sophia Myles,Outlander
4268,Chris Butler,Sam Fell,"[Animation, Adventure, Comedy, Family, Fantasy]",7.0,92.0,Kodi Smit-McPhee,ParaNorman
4269,Wayne Wang,Jennifer Lopez,"[Comedy, Drama, Romance]",4.9,105.0,Ralph Fiennes,Maid in Manhattan
4270,Joel Coen,Tim Robbins,[Comedy],7.3,111.0,Paul Newman,The Hudsucker Proxy
4271,Mark Waters,Freddie Highmore,"[Adventure, Family, Fantasy]",6.6,96.0,Sarah Bolger,The Spiderwick Chronicles
4272,James L. Brooks,Adam Sandler,"[Comedy, Drama, Romance]",6.5,131.0,Téa Leoni,Spanglish
4273,Brian De Palma,Josh Hartnett,"[Crime, Drama, Mystery, Romance, Thriller]",5.6,121.0,Aaron Eckhart,The Black Dahlia
4274,Tim Burton,Winona Ryder,"[Animation, Comedy, Family, Horror, Sci-Fi]",7.0,87.0,Catherine O'Hara,Frankenweenie
4275,F. Gary Gray,Ice Cube,"[Comedy, Drama]",7.3,91.0,Chris Tucker,Friday
4276,Kent Alterman,Will Ferrell,"[Comedy, Sport]",5.8,91.0,Woody Harrelson,Semi-Pro
4277,Jared Hess,Jack Black,"[Comedy, Family, Sport]",5.7,92.0,Ana de la Reguera,Nacho Libre
4278,Joon-ho Bong,Kang-ho Song,"[Action, Horror, Sci-Fi]",7.0,119.0,Hie-bong Byeon,The Host
4279,Aamir Khan,Darsheel Safary,"[Drama, Family]",8.5,165.0,Aamir Khan,Like Stars on Earth
4280,Olivier Assayas,Frédéric Auburtin,"[Comedy, Drama, Romance]",7.4,120.0,Juliette Binoche,"Paris, je t&#x27;aime"
4281,Martin Campbell,Antonio Banderas,"[Action, Adventure, Western]",5.9,129.0,Catherine Zeta-Jones,The Legend of Zorro
4282,Brian De Palma,Nicolas Cage,"[Crime, Mystery, Thriller]",5.9,98.0,Gary Sinise,Snake Eyes
4283,Marc Caro,Jean-Pierre Jeunet,"[Comedy, Sci-Fi]",7.8,99.0,Marie-Laure Dougnac,Delicatessen
4284,Frank Coraci,Jackie Chan,"[Action, Adventure, Comedy, Family, Romance, Western]",5.8,120.0,Steve Coogan,Around the World in 80 Days
4285,Steven Shainberg,James Spader,"[Comedy, Drama, Romance]",7.1,104.0,Maggie Gyllenhaal,Secretary
4286,Sean Anders,Adam Sandler,[Comedy],5.6,116.0,Andy Samberg,That&#x27;s My Boy
4287,Miguel Arteta,Michael Cera,"[Comedy, Drama, Romance]",6.5,90.0,Portia Doubleday,Youth in Revolt
4288,Doug Liman,Vince Vaughn,"[Comedy, Drama]",7.4,96.0,Heather Graham,Swingers
4289,Raja Gosnell,Martin Lawrence,"[Action, Comedy, Crime]",5.0,99.0,Nia Long,Big Momma&#x27;s House
4290,Jason Reitman,Charlize Theron,"[Comedy, Drama]",6.3,94.0,Patrick Wilson,Young Adult
4291,Mark Pellington,Richard Gere,"[Drama, Horror, Mystery, Thriller]",6.5,119.0,Laura Linney,The Mothman Prophecies
4292,Michael Haneke,Jean-Louis Trintignant,"[Drama, Romance]",7.8,127.0,Emmanuelle Riva,Amour
4293,Michael Lehmann,Josh Hartnett,"[Comedy, Romance, Drama]",5.6,96.0,Shannyn Sossamon,40 Days and 40 Nights
4294,Neil Marshall,Rhona Mitra,"[Action, Sci-Fi, Thriller]",6.0,108.0,Bob Hoskins,Doomsday
4295,Mikael Håfström,Clive Owen,"[Drama, Thriller]",6.6,108.0,Jennifer Aniston,Derailed
4296,Andrew Davis,Michael Douglas,"[Crime, Drama, Thriller]",6.4,107.0,Gwyneth Paltrow,A Perfect Murder
4297,Jon Turteltaub,John Travolta,"[Drama, Fantasy, Romance, Sci-Fi]",6.4,123.0,Kyra Sedgwick,Phenomenon
4298,Jean-Pierre Jeunet,Audrey Tautou,"[Drama, Mystery, Romance, War]",7.8,133.0,Gaspard Ulliel,A Very Long Engagement
4299,Raja Gosnell,Hank Azaria,"[Animation, Adventure, Comedy, Family, Fantasy]",5.5,103.0,Katy Perry,The Smurfs
4300,Brian Levant,Arnold Schwarzenegger,"[Comedy, Family]",5.4,89.0,Sinbad,Jingle All the Way
4301,Joby Harold,Hayden Christensen,"[Crime, Mystery, Thriller]",6.5,84.0,Jessica Alba,Awake
4302,David Lynch,Richard Farnsworth,"[Biography, Drama]",8.0,112.0,Sissy Spacek,The Straight Story
4303,John Madden,Judi Dench,"[Comedy, Drama]",7.3,124.0,Bill Nighy,The Best Exotic Marigold Hotel
4304,Ulrich Thomsen,Henning Moritzen,[Drama],8.1,105.0,Thomas Bo Larsen,Festen
4305,Michel Gondry,Gael García Bernal,"[Comedy, Drama, Fantasy, Romance]",7.4,105.0,Charlotte Gainsbourg,The Science of Sleep
4306,Barry Sonnenfeld,Gene Hackman,"[Comedy, Crime, Thriller]",6.9,105.0,Rene Russo,Get Shorty
4307,Christine Jeffs,Amy Adams,"[Comedy, Drama]",6.9,91.0,Emily Blunt,Sunshine Cleaning
4308,Anand Tucker,Amy Adams,"[Comedy, Romance]",6.4,100.0,Matthew Goode,Leap Year
4309,Robert B. Weide,Simon Pegg,"[Comedy, Drama, Romance]",6.5,110.0,Kirsten Dunst,How to Lose Friends &#x26; Alienate People
4310,Zack Snyder,Jim Sturgess,"[Animation, Adventure, Fantasy]",7.0,97.0,Hugo Weaving,Legend of the Guardians: The Owls of Ga&#x27;Hoole
4311,David Koepp,Kevin Bacon,"[Horror, Mystery]",7.0,99.0,Zachary David Cope,Stir of Echoes
4312,Simon Brand,Angelica Blandon,[Drama],7.2,110.0,Pedro Capo,Paraiso Travel
4313,Myung-se Lee,Joong-Hoon Park,"[Action, Comedy, Crime, Thriller]",6.7,112.0,Sung-kee Ahn,Nowhere to Hide
4314,Rick King,Corey Haim,"[Action, Drama, Sci-Fi]",5.4,95.0,Patricia Arquette,Prayer of the Rollerboys
4315,Shôsuke Murakami,Takayuki Yamada,"[Comedy, Romance]",7.0,105.0,Miki Nakatani,Train Man
4316,Jing Wong,Yun-Fat Chow,"[Action, Comedy, Drama]",6.9,126.0,Tony Leung Ka Fai,God of Gamblers&#x27; Return
4317,Dzhanik Fayziev,Svetlana Ivanova,"[Action, Drama, Fantasy, Sci-Fi]",5.8,120.0,Maksim Matveyev,August. Eighth
4318,Lynne Stopkewich,Molly Parker,[Drama],6.5,78.0,Peter Outerbridge,Kissed
4319,James Toback,Neve Campbell,"[Drama, Thriller]",4.5,81.0,Frederick Weller,When Will I Be Loved?
4320,Tony Giglio,William H. Macy,"[Drama, Thriller, War, Action]",6.0,94.0,Til Schweiger,In Enemy Hands
4321,Reinout Oerlemans,Doutzen Kroes,"[Drama, History]",5.8,108.0,Derek de Lint,Nova Zembla
4322,Nobuhiro Doi,Yûko Takeuchi,"[Drama, Fantasy, Romance]",8.1,119.0,Shidô Nakamura,Be with You
4323,Toshiyuki Kubooka,Hiroaki Iwanaga,"[Animation, Action, Adventure, Drama, Fantasy, War]",7.7,76.0,Takahiro Sakurai,Berserk: The Golden Age Arc - The Egg of the King
4324,Si-myung Lee,Dong-gun Jang,"[Action, Drama, Mystery, Sci-Fi, Thriller]",6.2,136.0,Tôru Nakamura,2009: Lost Memories
4325,Heitor Dhalia,Selton Mello,[Comedy],7.4,112.0,Paula Braun,Drained
4326,Johnnie To,Simon Yam,"[Crime, Drama, Thriller]",6.9,88.0,Suet Lam,PTU
4327,Harish Shankar,Pawan Kalyan,"[Action, Comedy]",7.2,153.0,Shruti K. Haasan,Gabbar Singh
4328,Zdravko Sotra,Dragan Micanovic,"[Comedy, Romance]",8.5,95.0,Natasa Tapuskovic,Barking at the Stars
4329,John Roberts,Gregg Fitzgerald,"[Adventure, Drama, Family]",7.5,94.0,Gerard Kearney,War of the Buttons
4330,Arnaud Desplechin,Emmanuelle Devos,"[Comedy, Drama, Romance]",7.2,150.0,Geoffrey Carey,Kings and Queen
4331,Bill Eagles,Rachel Weisz,"[Comedy, Thriller, Crime, Drama]",5.9,86.0,Susan Lynch,Beautiful Creatures
4332,James Nunn,Ronnie Thompson,[Thriller],5.9,90.0,Sheridan Smith,Tower Block
4333,François Ozon,Natacha Régnier,"[Crime, Drama, Thriller]",6.6,96.0,Jérémie Renier,Criminal Lovers
4334,Benjamin Ross,Hugh O'Conor,"[Crime, Drama]",7.1,99.0,Antony Sher,The Young Poisoner&#x27;s Handbook
4335,Scott Lew,Patrick Fugit,"[Comedy, Romance]",5.8,79.0,Olivia Wilde,Bickford Shmeckler&#x27;s Cool Ideas
4336,Alain Resnais,André Dussollier,"[Drama, Romance]",6.2,104.0,Sabine Azéma,Wild Grass
4337,François Girard,Colm Feore,"[Biography, Drama, Music]",7.4,98.0,Derek Keurvorst,Thirty Two Short Films About Glenn Gould
4338,Robert Meyer Burnett,Rafer Weigel,"[Comedy, Romance]",7.0,113.0,Eric McCormack,Free Enterprise
4339,Yurek Bogayevicz,Haley Joel Osment,"[Drama, Crime, War]",7.0,95.0,Willem Dafoe,Edges of the Lord
4340,Baran bo Odar,Ulrich Thomsen,"[Crime, Drama, Thriller]",6.9,118.0,Claudia Michelsen,The Silence
4341,Rachid Bouchareb,Brenda Blethyn,"[Drama, Mystery]",6.9,88.0,Sotigui Kouyaté,London River
4342,Michael John Warren,Will Chase,"[Drama, Musical]",7.9,165.0,Adam Kantor,Rent: Filmed Live on Broadway
4343,Paolo Virzì,Valerio Mastandrea,"[Comedy, Drama]",7.1,122.0,Micaela Ramazzotti,The First Beautiful Thing
4344,Corey Yuen,Jet Li,"[Action, Adventure, Comedy, History]",7.1,95.0,Josephine Siao,The Legend 2
4345,Vicente Aranda,Pilar López de Ayala,"[Biography, Drama, History, Romance]",6.6,115.0,Daniele Liotti,Juana la Loca
4346,Tom Reeve,James Purefoy,"[Action, Adventure, Comedy, Fantasy, Romance]",5.7,93.0,Piper Perabo,George and the Dragon
4347,Eric Valette,Gérald Laroche,"[Fantasy, Horror, Mystery]",6.4,90.0,Philippe Laudenbach,Mal&#xE9;fique
4348,Mitch Davis,Christopher Gorham,"[Adventure, Biography, Drama]",6.5,113.0,Anne Hathaway,The Other Side of Heaven
4349,Yun-ho Yang,Dong-kun Yang,"[Action, Biography, Drama, History, War]",7.1,120.0,Aya Hirayama,Fighter in the Wind
4350,Caveh Zahedi,Caveh Zahedi,"[Biography, Comedy, Romance]",6.1,98.0,Christoff Colas,I Am a Sex Addict
4351,Nina Paley,Annette Hanshaw,"[Animation, Comedy, Fantasy, Musical]",7.7,82.0,Aseem Chhabra,Sita Sings the Blues
4352,Wallace Wolodarsky,Jason Priestley,"[Action, Comedy, Thriller]",6.8,92.0,Kimberly Williams-Paisley,Coldblooded
4353,Paul Schrader,Jeff Goldblum,"[Drama, War]",6.3,106.0,Willem Dafoe,Adam Resurrected
4354,Yukihiko Tsutsumi,Maho Nonami,"[Drama, Horror, Thriller]",7.0,70.0,Eiko Koike,2LDK
4355,Philip Ridley,Brendan Fraser,"[Drama, Mystery, Thriller]",6.0,100.0,Ashley Judd,The Passion of Darkly Noon
4356,Simone North,Guy Pearce,"[Drama, Thriller]",6.5,107.0,Miranda Otto,In Her Skin
4357,James Cotten,Ray Liotta,"[Action, Crime, Drama, Thriller]",5.3,95.0,Andy Garcia,La Linea - The Line
4358,Mike Figgis,Julian Sands,[Drama],5.4,106.0,Saffron Burrows,The Loss of Sexual Innocence
4359,Ferzan Ozpetek,Stefano Accorsi,"[Drama, Romance]",6.7,110.0,Margherita Buy,Saturno contro
4360,Ferzan Ozpetek,Elio Germano,"[Comedy, Drama, Fantasy]",6.6,105.0,Margherita Buy,A Magnificent Haunting
4361,Colin Nutley,Helena Bergström,"[Comedy, Drama]",6.5,127.0,Rikard Wolff,&#xC4;nglag&#xE5;rd
4362,Albert Brooks,Albert Brooks,[Comedy],5.3,98.0,Sheetal Sheth,Looking for Comedy in the Muslim World
4363,Agustí Villaronga,Francesc Colomer,"[Crime, Drama]",7.0,108.0,Marina Comas,Black Bread
4364,Takao Okawara,Takurô Tatsumi,"[Action, Horror, Sci-Fi]",6.9,103.0,Yôko Ishino,Gojira vs. Desutoroi&#xE2;
4365,Nikhil Advani,Rishi Kapoor,"[Comedy, Drama, Sport]",5.6,140.0,Dimple Kapadia,Patiala House
4366,Cherien Dabis,Nisreen Faour,[Drama],7.1,96.0,Melkar Muallem,Amreeka
4367,Goran Paskaljevic,Mira Banjac,[Drama],7.9,102.0,Ivan Bekjarev,Cabaret Balkan
4368,Goran Markovic,Dimitrije Vojnov,"[Comedy, Drama, Music, Romance]",8.0,118.0,Lazar Ristovski,Tito and Me
4369,Ursula Meier,Isabelle Huppert,[Drama],6.9,98.0,Olivier Gourmet,Home
4370,Maggie Greenwald,Janet McTeer,"[Drama, Music]",7.2,109.0,Michael MicQuick Davis,Songcatcher
4371,Philip Saville,Christian Bale,"[Comedy, Drama]",6.4,105.0,Lee Ross,Metroland
4372,Rich Wilkes,Ben Affleck,[Comedy],5.6,100.0,Sam Rockwell,Glory Daze
4373,Navdeep Singh,Abhay Deol,"[Crime, Drama, Mystery, Thriller]",7.9,135.0,Gul Panag,Manorama Six Feet Under
4374,John Krasinski,Julianne Nicholson,"[Comedy, Drama]",5.7,80.0,Ben Shenkman,Brief Interviews with Hideous Men
4375,Damián Szifrón,Diego Peretti,"[Action, Comedy, Crime, Drama, Mystery]",7.7,112.0,Luis Luque,On Probation
4376,Tian-Ming Wu,Zhigang Zhang,"[Drama, Family]",7.6,91.0,Zhigang Zhao,The King of Masks
4377,Matt Cooper,Martin Kunert,[Horror],5.9,88.0,Jay R. Ferguson,Campfire Tales
4378,Brian A Miller,Dave Bautista,"[Action, Crime, Drama, Thriller]",4.4,90.0,Amy Smart,House of the Rising Sun
4379,Claire Denis,Alex Descas,[Drama],7.0,100.0,Mati Diop,35 Shots of Rum
4380,Alan Rickman,Phyllida Law,[Drama],7.1,108.0,Emma Thompson,The Winter Guest
4381,Mel Smith,Brian Benben,"[Comedy, Crime, Drama, Musical, Mystery, Romance]",6.2,108.0,Mary Stuart Masterson,Radioland Murders
4382,Armand Mastroianni,Matthew Settle,"[Adventure, Drama]",4.9,99.0,Thomas Kretschmann,The Celestine Prophecy
4383,Russell Mulcahy,Geoffrey Rush,"[Biography, Drama, Sport]",7.2,114.0,Judy Davis,Swimming Upstream
4384,Alan J. Pakula,Kevin Kline,"[Crime, Drama, Mystery, Thriller]",5.7,99.0,Mary Elizabeth Mastrantonio,Consenting Adults
4385,Giorgio Serafini,Wesley Snipes,"[Action, Adventure, Thriller]",4.7,98.0,Aunjanue Ellis,Game of Death
4386,Bruce Beresford,Lothaire Bluteau,"[Adventure, Drama, History, Western]",7.1,101.0,Aden Young,Black Robe
4387,Tobi Baumann,Oliver Kalkofe,"[Comedy, Crime, Mystery]",6.0,85.0,Bastian Pastewka,Der Wixxer
4388,Tony Goldwyn,Diane Lane,"[Romance, Drama]",6.6,107.0,Viggo Mortensen,A Walk on the Moon
4389,Mark Region,Jason Kulas,"[Drama, Sci-Fi, Thriller]",8.0,93.0,Peggy McClellan,After Last Season
4390,Sandra Nettelbeck,Martina Gedeck,"[Comedy, Romance, Drama]",7.4,109.0,Maxime Foerste,Mostly Martha
4391,Lynne Ramsay,Samantha Morton,[Drama],6.6,97.0,Kathleen McDermott,Morvern Callar
4392,Kresten Vestbjerg Andersen,Thorbjørn Christoffersen,"[Animation, Comedy, Drama, Musical, Mystery, Romance, Thriller]",7.1,77.0,Anders Matthesen,Terkel in Trouble
4393,Gary Oldman,Ray Winstone,[Drama],7.4,128.0,Kathy Burke,Nil by Mouth
4394,Sheree Folkson,Kelly Macdonald,"[Comedy, Drama, Romance]",6.1,89.0,David Tennant,The Decoy Bride
4395,Clare Kilner,Jenna Dewan Tatum,[Comedy],4.3,88.0,Bo Burnham,American Virgin
4396,Joachim Trier,Anders Danielsen Lie,[Drama],7.5,105.0,Espen Klouman-Høiner,Reprise
4397,Morgan O'Neill,John Cusack,"[Crime, Mystery, Thriller]",5.7,104.0,Dallas Roberts,The Factory
4398,Mark Pavia,Miguel Ferrer,"[Fantasy, Horror, Mystery]",5.9,94.0,Julie Entwisle,The Night Flier
4399,David Leland,Hayden Christensen,"[Adventure, Comedy, History, Romance]",4.9,97.0,Mischa Barton,Virgin Territory
4400,Whit Stillman,Carolyn Farina,"[Comedy, Drama, Romance]",7.5,98.0,Edward Clements,Metropolitan
4401,Bruce McDonald,Ellen Page,[Drama],6.3,77.0,Zie Souwand,The Tracey Fragments
4402,Zoya Akhtar,Farhan Akhtar,[Drama],7.1,156.0,Konkona Sen Sharma,Luck by Chance
4403,Rakesh Roshan,Hrithik Roshan,"[Action, Crime, Romance]",6.8,172.0,Ameesha Patel,Kaho Naa... Pyaar Hai
4404,Bryan Gordon,Frank Whaley,"[Comedy, Romance]",5.8,83.0,Jennifer Connelly,Career Opportunities
4405,Yavuz Turgul,Meltem Cumbul,[Drama],7.9,142.0,Sener Sen,Lovelorn
4406,Kiyoshi Kurosawa,Teruyuki Kagawa,[Drama],7.6,120.0,Kyôko Koizumi,Tokyo Sonata
4407,François Ozon,Charlotte Rampling,"[Drama, Mystery]",7.2,92.0,Bruno Cremer,Under the Sand
4408,Fred Cavayé,Vincent Lindon,"[Crime, Drama, Thriller]",7.2,96.0,Diane Kruger,Anything for Her
4409,Daniel Myrick,Jonas Ball,"[Horror, Sci-Fi, Thriller]",5.6,90.0,Matthew R. Anderson,The Objective
4410,Kevin Spacey,Matt Dillon,"[Crime, Drama, Thriller]",6.1,97.0,Faye Dunaway,Albino Alligator
4411,Jonny Campbell,Declan Donnelly,"[Comedy, Sci-Fi]",5.8,95.0,Anthony McPartlin,Alien Autopsy
4412,Mark Waters,Parker Posey,"[Comedy, Drama]",6.7,85.0,Josh Hamilton,The House of Yes
4413,Jim Fall,Christian Campbell,"[Comedy, Music, Romance]",7.2,89.0,John Paul Pitoc,Trick
4414,Subhash Ghai,Shah Rukh Khan,"[Musical, Romance, Action, Drama]",7.0,191.0,Amrish Puri,Pardes
4415,Tomm Coker,David Elliot,"[Horror, Thriller]",4.6,92.0,Shannyn Sossamon,Catacombs
4416,E. Elias Merhige,Brian Salzberg,"[Fantasy, Horror]",6.1,72.0,Donna Dempsey,Begotten
4417,Shoaib Mansoor,Shaan,"[Crime, Drama, Thriller]",8.4,168.0,Fawad Khan,In the Name of God
4418,Prakash Jha,Ajay Devgn,"[Crime, Drama]",7.8,157.0,Gracy Singh,Gangaajal
4419,Hark Tsui,Jet Li,"[Action, Adventure, Biography, History, Romance]",7.5,113.0,Rosamund Kwan,Once Upon a Time in China II
4420,Marianna Palka,Marianna Palka,"[Comedy, Drama, Romance]",6.5,86.0,Jason Ritter,Good Dick
4421,Jonas McCord,Antonio Banderas,"[Drama, Mystery, Romance, Thriller]",5.3,109.0,Olivia Williams,The Body
4422,Wim Wenders,Sam Shepard,"[Drama, Music]",6.7,122.0,Jessica Lange,Don&#x27;t Come Knocking
4423,Anusha Rizvi,Mahmood Farooqui,"[Comedy, Drama]",7.6,95.0,Omkar Das Manikpuri,Peepli (Live)
4424,Richard Attenborough,Sandra Bullock,"[Biography, Drama, Romance, War]",5.9,113.0,Chris O'Donnell,In Love and War
4425,Brian Smrz,Cuba Gooding Jr.,"[Action, Crime, Drama, Romance, Thriller]",5.7,94.0,Ray Liotta,Hero Wanted
4426,Hal Hartley,Adrienne Shelly,"[Comedy, Drama]",7.7,107.0,Martin Donovan,Trust
4427,Russell Mulcahy,Kim Basinger,"[Drama, Action, Crime, Thriller]",5.4,105.0,Val Kilmer,The Real McCoy
4428,Amy Heckerling,Alicia Silverstone,"[Comedy, Horror, Romance]",5.1,92.0,Krysten Ritter,Vamps
4429,Jean-Pierre Améris,Benoît Poelvoorde,"[Comedy, Romance]",6.9,80.0,Isabelle Carré,Romantics Anonymous
4430,Ferzan Ozpetek,Margherita Buy,"[Drama, Romance]",7.4,106.0,Stefano Accorsi,His Secret Life
4431,Fruit Chan,Pauline Lau,"[Drama, Horror]",6.8,91.0,Tony Leung Ka Fai,Dumplings
4432,Gerardo Naranjo,Stephanie Sigman,"[Crime, Drama, Thriller]",6.5,113.0,Irene Azuela,Miss Bala
4433,Franc. Reyes,John Leguizamo,"[Crime, Drama, Thriller]",6.0,90.0,Peter Sarsgaard,Empire
4434,Rémi Bezançon,Jacques Gamblin,[Drama],7.7,114.0,Zabou Breitman,The First Day of the Rest of Your Life
4435,J.S. Cardone,Lori Heuring,"[Drama, Horror]",5.1,94.0,Scout Taylor-Compton,Wicked Little Things
4436,Stephen Elliott,Ashley Hinshaw,[Drama],4.8,98.0,James Franco,Cherry
4437,Kim Chapiron,Vincent Cassel,"[Comedy, Horror, Thriller]",5.6,94.0,Olivier Barthelemy,Sheitan
4438,Michael Caton-Jones,Bruce Willis,"[Action, Adventure, Crime, Thriller]",6.3,124.0,Richard Gere,The Jackal
4439,George Clooney,David Strathairn,[Drama],7.6,93.0,George Clooney,"Good Night, and Good Luck."
4440,Peter Hyams,Arnold Schwarzenegger,"[Action, Fantasy, Horror, Mystery]",5.7,121.0,Gabriel Byrne,End of Days
4441,David Gordon Green,Danny McBride,"[Adventure, Comedy, Fantasy]",5.6,102.0,Natalie Portman,Your Highness
4442,Jonathan Demme,Denzel Washington,"[Drama, Mystery, Sci-Fi, Thriller]",6.6,129.0,Liev Schreiber,The Manchurian Candidate
4443,Penny Marshall,Robert De Niro,"[Biography, Drama]",7.7,121.0,Robin Williams,Awakenings
4444,Pedro Almodóvar,Rosario Flores,"[Comedy, Drama, Romance]",8.0,112.0,Javier Cámara,Talk to Her
4445,Phil Alden Robinson,Ben Affleck,"[Action, Drama, Thriller]",6.4,124.0,Morgan Freeman,The Sum of All Fears
4446,Rob Zombie,Scout Taylor-Compton,[Horror],6.1,109.0,Malcolm McDowell,Halloween
4447,Paul W.S. Anderson,Logan Lerman,"[Action, Adventure, Romance]",5.8,110.0,Matthew Macfadyen,The Three Musketeers
4448,Ronny Yu,Robert Englund,"[Horror, Thriller]",5.8,97.0,Ken Kirzinger,Freddy vs. Jason
4449,Matt Reeves,Kodi Smit-McPhee,"[Drama, Horror, Mystery]",7.2,116.0,Chloë Grace Moretz,Let Me In
4450,Iain Softley,Kate Hudson,"[Drama, Mystery, Thriller]",6.5,104.0,Peter Sarsgaard,The Skeleton Key
4451,Brett Ratner,Nicolas Cage,"[Comedy, Drama, Fantasy, Romance]",6.7,125.0,Téa Leoni,The Family Man
4452,Louis Leterrier,Jet Li,"[Action, Crime, Drama, Music, Thriller]",7.0,103.0,Bob Hoskins,Unleashed
4453,Kirsten Sheridan,Freddie Highmore,"[Drama, Music]",7.6,114.0,Keri Russell,August Rush
4454,Rian Johnson,Joseph Gordon-Levitt,"[Drama, Mystery]",7.5,110.0,Lukas Haas,Brick
4455,Thomas Carter,Samuel L. Jackson,"[Drama, Sport]",7.2,136.0,Rick Gonzalez,Coach Carter
4456,Rob Minkoff,Michael J. Fox,"[Animation, Adventure, Comedy, Family, Fantasy]",5.9,84.0,Geena Davis,Stuart Little
4457,Tarsem Singh,Lee Pace,"[Adventure, Drama, Fantasy]",7.9,117.0,Catinca Untaru,The Fall
4458,Paul Greengrass,David Alan Basche,"[Action, Drama, Thriller]",7.7,111.0,Olivia Thirlby,United 93
4459,John Lasseter,Brad Lewis,"[Animation, Adventure, Comedy, Family]",6.4,106.0,Owen Wilson,Cars 2
4460,Joel Coen,Billy Bob Thornton,"[Crime, Drama]",7.6,116.0,Frances McDormand,The Man Who Wasn&#x27;t There
